Wavelength (nm)	Transmission (dBm)	Linear Transmission
1575.000000	-210.000000	0.000000
1575.015991	-210.000000	0.000000
1575.031982	-89.410004	0.000000
1575.047974	-81.629997	0.000000
1575.063965	-80.809998	0.000000
1575.079956	-80.379997	0.000000
1575.095947	-80.660004	0.000000
1575.112061	-210.000000	0.000000
1575.128052	-210.000000	0.000000
1575.144043	-210.000000	0.000000
1575.160034	-83.970001	0.000000
1575.176025	-84.290001	0.000000
1575.192017	-82.879997	0.000000
1575.208008	-210.000000	0.000000
1575.223999	-78.989998	0.000000
1575.239990	-210.000000	0.000000
1575.255981	-85.019997	0.000000
1575.271973	-83.970001	0.000000
1575.287964	-88.440002	0.000000
1575.303955	-81.809998	0.000000
1575.319946	-210.000000	0.000000
1575.336060	-210.000000	0.000000
1575.352051	-210.000000	0.000000
1575.368042	-81.809998	0.000000
1575.384033	-84.290001	0.000000
1575.400024	-210.000000	0.000000
1575.416016	-92.419998	0.000000
1575.432007	-86.980003	0.000000
1575.447998	-210.000000	0.000000
1575.463989	-210.000000	0.000000
1575.479980	-210.000000	0.000000
1575.495972	-82.650002	0.000000
1575.511963	-95.440002	0.000000
1575.527954	-210.000000	0.000000
1575.543945	-92.430000	0.000000
1575.560059	-82.650002	0.000000
1575.576050	-88.449997	0.000000
1575.592041	-210.000000	0.000000
1575.608032	-83.400002	0.000000
1575.624023	-210.000000	0.000000
1575.640015	-82.889999	0.000000
1575.656006	-79.879997	0.000000
1575.671997	-210.000000	0.000000
1575.687988	-81.290001	0.000000
1575.703979	-210.000000	0.000000
1575.719971	-210.000000	0.000000
1575.735962	-81.290001	0.000000
1575.751953	-210.000000	0.000000
1575.767944	-210.000000	0.000000
1575.784058	-210.000000	0.000000
1575.800049	-80.970001	0.000000
1575.816040	-210.000000	0.000000
1575.832031	-85.440002	0.000000
1575.848022	-81.820000	0.000000
1575.864014	-210.000000	0.000000
1575.880005	-82.650002	0.000000
1575.895996	-210.000000	0.000000
1575.911987	-82.889999	0.000000
1575.927979	-210.000000	0.000000
1575.943970	-210.000000	0.000000
1575.959961	-210.000000	0.000000
1575.975952	-210.000000	0.000000
1575.991943	-90.669998	0.000000
1576.008057	-210.000000	0.000000
1576.024048	-210.000000	0.000000
1576.040039	-210.000000	0.000000
1576.056030	-210.000000	0.000000
1576.072021	-80.389999	0.000000
1576.088013	-210.000000	0.000000
1576.104004	-210.000000	0.000000
1576.119995	-210.000000	0.000000
1576.135986	-95.440002	0.000000
1576.151978	-210.000000	0.000000
1576.167969	-82.889999	0.000000
1576.183960	-210.000000	0.000000
1576.199951	-210.000000	0.000000
1576.215942	-210.000000	0.000000
1576.232056	-210.000000	0.000000
1576.248047	-80.529999	0.000000
1576.264038	-210.000000	0.000000
1576.280029	-80.669998	0.000000
1576.296021	-87.660004	0.000000
1576.312012	-210.000000	0.000000
1576.328003	-210.000000	0.000000
1576.343994	-88.449997	0.000000
1576.359985	-87.660004	0.000000
1576.375977	-210.000000	0.000000
1576.391968	-81.459999	0.000000
1576.407959	-85.440002	0.000000
1576.423950	-88.449997	0.000000
1576.439941	-210.000000	0.000000
1576.456055	-80.970001	0.000000
1576.472046	-210.000000	0.000000
1576.488037	-210.000000	0.000000
1576.504028	-210.000000	0.000000
1576.520020	-210.000000	0.000000
1576.536011	-81.129997	0.000000
1576.552002	-79.760002	0.000000
1576.567993	-210.000000	0.000000
1576.583984	-210.000000	0.000000
1576.599976	-89.419998	0.000000
1576.615967	-210.000000	0.000000
1576.631958	-210.000000	0.000000
1576.647949	-210.000000	0.000000
1576.663940	-210.000000	0.000000
1576.680054	-210.000000	0.000000
1576.696045	-210.000000	0.000000
1576.712036	-210.000000	0.000000
1576.728027	-210.000000	0.000000
1576.744019	-210.000000	0.000000
1576.760010	-210.000000	0.000000
1576.776001	-78.040001	0.000000
1576.791992	-210.000000	0.000000
1576.807983	-95.440002	0.000000
1576.823975	-210.000000	0.000000
1576.839966	-92.430000	0.000000
1576.855957	-210.000000	0.000000
1576.871948	-210.000000	0.000000
1576.887939	-210.000000	0.000000
1576.904053	-210.000000	0.000000
1576.920044	-210.000000	0.000000
1576.936035	-210.000000	0.000000
1576.952026	-210.000000	0.000000
1576.968018	-210.000000	0.000000
1576.984009	-210.000000	0.000000
1577.000000	-83.129997	0.000000
1577.015991	-210.000000	0.000000
1577.031982	-79.309998	0.000000
1577.047974	-210.000000	0.000000
1577.063965	-82.220001	0.000000
1577.079956	-210.000000	0.000000
1577.095947	-210.000000	0.000000
1577.112061	-210.000000	0.000000
1577.128052	-210.000000	0.000000
1577.144043	-86.410004	0.000000
1577.160034	-210.000000	0.000000
1577.176025	-86.410004	0.000000
1577.192017	-79.099998	0.000000
1577.208008	-83.680000	0.000000
1577.223999	-210.000000	0.000000
1577.239990	-82.650002	0.000000
1577.255981	-210.000000	0.000000
1577.271973	-210.000000	0.000000
1577.287964	-80.820000	0.000000
1577.303955	-210.000000	0.000000
1577.319946	-210.000000	0.000000
1577.336060	-81.820000	0.000000
1577.352051	-210.000000	0.000000
1577.368042	-210.000000	0.000000
1577.384033	-210.000000	0.000000
1577.400024	-210.000000	0.000000
1577.416016	-89.419998	0.000000
1577.432007	-210.000000	0.000000
1577.447998	-210.000000	0.000000
1577.463989	-84.300003	0.000000
1577.479980	-86.410004	0.000000
1577.495972	-210.000000	0.000000
1577.511963	-89.419998	0.000000
1577.527954	-210.000000	0.000000
1577.543945	-82.220001	0.000000
1577.560059	-210.000000	0.000000
1577.576050	-83.129997	0.000000
1577.592041	-210.000000	0.000000
1577.608032	-85.440002	0.000000
1577.624023	-210.000000	0.000000
1577.640015	-95.440002	0.000000
1577.656006	-210.000000	0.000000
1577.671997	-210.000000	0.000000
1577.687988	-210.000000	0.000000
1577.703979	-86.410004	0.000000
1577.719971	-84.650002	0.000000
1577.735962	-210.000000	0.000000
1577.751953	-210.000000	0.000000
1577.767944	-210.000000	0.000000
1577.784058	-210.000000	0.000000
1577.800049	-210.000000	0.000000
1577.816040	-210.000000	0.000000
1577.832031	-79.209999	0.000000
1577.848022	-82.889999	0.000000
1577.864014	-81.459999	0.000000
1577.880005	-210.000000	0.000000
1577.895996	-210.000000	0.000000
1577.911987	-82.889999	0.000000
1577.927979	-210.000000	0.000000
1577.943970	-210.000000	0.000000
1577.959961	-210.000000	0.000000
1577.975952	-95.440002	0.000000
1577.991943	-210.000000	0.000000
1578.008057	-210.000000	0.000000
1578.024048	-210.000000	0.000000
1578.040039	-86.419998	0.000000
1578.056030	-80.830002	0.000000
1578.072021	-95.449997	0.000000
1578.088013	-90.680000	0.000000
1578.104004	-84.660004	0.000000
1578.119995	-85.910004	0.000000
1578.135986	-83.989998	0.000000
1578.151978	-87.000000	0.000000
1578.167969	-82.660004	0.000000
1578.183960	-87.000000	0.000000
1578.199951	-85.040001	0.000000
1578.215942	-81.300003	0.000000
1578.232056	-210.000000	0.000000
1578.248047	-80.400002	0.000000
1578.264038	-210.000000	0.000000
1578.280029	-81.830002	0.000000
1578.296021	-210.000000	0.000000
1578.312012	-210.000000	0.000000
1578.328003	-210.000000	0.000000
1578.343994	-80.260002	0.000000
1578.359985	-210.000000	0.000000
1578.375977	-210.000000	0.000000
1578.391968	-210.000000	0.000000
1578.407959	-210.000000	0.000000
1578.423950	-210.000000	0.000000
1578.439941	-210.000000	0.000000
1578.456055	-210.000000	0.000000
1578.472046	-210.000000	0.000000
1578.488037	-210.000000	0.000000
1578.504028	-80.540001	0.000000
1578.520020	-84.660004	0.000000
1578.536011	-86.419998	0.000000
1578.552002	-210.000000	0.000000
1578.567993	-210.000000	0.000000
1578.583984	-210.000000	0.000000
1578.599976	-84.660004	0.000000
1578.615967	-210.000000	0.000000
1578.631958	-210.000000	0.000000
1578.647949	-83.989998	0.000000
1578.663940	-210.000000	0.000000
1578.680054	-210.000000	0.000000
1578.696045	-210.000000	0.000000
1578.712036	-210.000000	0.000000
1578.728027	-210.000000	0.000000
1578.744019	-210.000000	0.000000
1578.760010	-210.000000	0.000000
1578.776001	-210.000000	0.000000
1578.791992	-92.440002	0.000000
1578.807983	-83.989998	0.000000
1578.823975	-210.000000	0.000000
1578.839966	-79.650002	0.000000
1578.855957	-83.139999	0.000000
1578.871948	-85.910004	0.000000
1578.887939	-88.459999	0.000000
1578.904053	-210.000000	0.000000
1578.920044	-84.660004	0.000000
1578.936035	-82.230003	0.000000
1578.952026	-79.889999	0.000000
1578.968018	-83.989998	0.000000
1578.984009	-84.309998	0.000000
1579.000000	-81.139999	0.000000
1579.015991	-80.260002	0.000000
1579.031982	-82.900002	0.000000
1579.047974	-210.000000	0.000000
1579.063965	-81.139999	0.000000
1579.079956	-80.400002	0.000000
1579.095947	-80.680000	0.000000
1579.112061	-210.000000	0.000000
1579.128052	-90.680000	0.000000
1579.144043	-210.000000	0.000000
1579.160034	-88.459999	0.000000
1579.176025	-80.010002	0.000000
1579.192017	-85.449997	0.000000
1579.208008	-210.000000	0.000000
1579.223999	-82.660004	0.000000
1579.239990	-210.000000	0.000000
1579.255981	-79.769997	0.000000
1579.271973	-83.139999	0.000000
1579.287964	-90.680000	0.000000
1579.303955	-210.000000	0.000000
1579.319946	-210.000000	0.000000
1579.336060	-210.000000	0.000000
1579.352051	-210.000000	0.000000
1579.368042	-210.000000	0.000000
1579.384033	-210.000000	0.000000
1579.400024	-83.410004	0.000000
1579.416016	-210.000000	0.000000
1579.432007	-82.900002	0.000000
1579.447998	-210.000000	0.000000
1579.463989	-84.660004	0.000000
1579.479980	-210.000000	0.000000
1579.495972	-95.449997	0.000000
1579.511963	-90.680000	0.000000
1579.527954	-85.449997	0.000000
1579.543945	-210.000000	0.000000
1579.560059	-81.139999	0.000000
1579.576050	-89.430000	0.000000
1579.592041	-210.000000	0.000000
1579.608032	-79.769997	0.000000
1579.624023	-81.300003	0.000000
1579.640015	-82.900002	0.000000
1579.656006	-83.410004	0.000000
1579.671997	-210.000000	0.000000
1579.687988	-92.440002	0.000000
1579.703979	-80.400002	0.000000
1579.719971	-210.000000	0.000000
1579.735962	-95.449997	0.000000
1579.751953	-92.440002	0.000000
1579.767944	-210.000000	0.000000
1579.784058	-92.440002	0.000000
1579.800049	-89.430000	0.000000
1579.816040	-84.660004	0.000000
1579.832031	-81.830002	0.000000
1579.848022	-210.000000	0.000000
1579.864014	-210.000000	0.000000
1579.880005	-210.000000	0.000000
1579.895996	-210.000000	0.000000
1579.911987	-84.660004	0.000000
1579.927979	-210.000000	0.000000
1579.943970	-79.320000	0.000000
1579.959961	-77.599998	0.000000
1579.975952	-76.309998	0.000000
1579.991943	-79.010002	0.000000
1580.008057	-73.720001	0.000000
1580.024048	-74.239998	0.000000
1580.040039	-74.239998	0.000000
1580.056030	-74.150002	0.000000
1580.072021	-74.690002	0.000000
1580.088013	-73.300003	0.000000
1580.104004	-73.959999	0.000000
1580.119995	-72.169998	0.000000
1580.135986	-71.500000	0.000000
1580.151978	-70.360001	0.000000
1580.167969	-69.410004	0.000000
1580.183960	-69.519997	0.000000
1580.199951	-69.230003	0.000000
1580.215942	-69.339996	0.000000
1580.232056	-69.010002	0.000000
1580.248047	-69.000000	0.000000
1580.264038	-68.879997	0.000000
1580.280029	-68.650002	0.000000
1580.296021	-68.379997	0.000000
1580.312012	-68.040001	0.000000
1580.328003	-67.550003	0.000000
1580.343994	-66.970001	0.000000
1580.359985	-67.040001	0.000000
1580.375977	-66.629997	0.000000
1580.391968	-66.559998	0.000000
1580.407959	-66.500000	0.000000
1580.423950	-66.379997	0.000000
1580.439941	-66.419998	0.000000
1580.456055	-66.660004	0.000000
1580.472046	-66.470001	0.000000
1580.488037	-66.550003	0.000000
1580.504028	-66.089996	0.000000
1580.520020	-65.959999	0.000000
1580.536011	-65.589996	0.000000
1580.552002	-65.669998	0.000000
1580.567993	-65.309998	0.000000
1580.583984	-65.629997	0.000000
1580.599976	-65.559998	0.000000
1580.615967	-65.639999	0.000000
1580.631958	-65.889999	0.000000
1580.647949	-65.790001	0.000000
1580.663940	-65.610001	0.000000
1580.680054	-65.309998	0.000000
1580.696045	-65.089996	0.000000
1580.712036	-64.989998	0.000000
1580.728027	-65.050003	0.000000
1580.744019	-65.089996	0.000000
1580.760010	-65.449997	0.000000
1580.776001	-65.290001	0.000000
1580.791992	-65.360001	0.000000
1580.807983	-65.120003	0.000000
1580.823975	-65.110001	0.000000
1580.839966	-64.839996	0.000000
1580.855957	-64.830002	0.000000
1580.871948	-64.730003	0.000000
1580.887939	-64.540001	0.000000
1580.904053	-64.820000	0.000000
1580.920044	-64.970001	0.000000
1580.936035	-65.099998	0.000000
1580.952026	-65.099998	0.000000
1580.968018	-64.709999	0.000000
1580.984009	-64.360001	0.000000
1581.000000	-64.230003	0.000000
1581.015991	-64.269997	0.000000
1581.031982	-64.110001	0.000000
1581.047974	-64.199997	0.000000
1581.063965	-64.300003	0.000000
1581.079956	-64.379997	0.000000
1581.095947	-64.510002	0.000000
1581.112061	-64.360001	0.000000
1581.128052	-64.300003	0.000000
1581.144043	-64.260002	0.000000
1581.160034	-64.019997	0.000000
1581.176025	-63.849998	0.000000
1581.192017	-64.110001	0.000000
1581.208008	-64.150002	0.000000
1581.223999	-64.449997	0.000000
1581.239990	-64.500000	0.000000
1581.255981	-64.500000	0.000000
1581.271973	-64.309998	0.000000
1581.287964	-64.250000	0.000000
1581.303955	-64.160004	0.000000
1581.319946	-64.180000	0.000000
1581.336060	-64.339996	0.000000
1581.352051	-64.599998	0.000000
1581.368042	-64.669998	0.000000
1581.384033	-65.089996	0.000000
1581.400024	-65.089996	0.000000
1581.416016	-65.010002	0.000000
1581.432007	-64.849998	0.000000
1581.447998	-64.910004	0.000000
1581.463989	-64.910004	0.000000
1581.479980	-65.059998	0.000000
1581.495972	-65.040001	0.000000
1581.511963	-65.339996	0.000000
1581.527954	-65.500000	0.000000
1581.543945	-65.750000	0.000000
1581.560059	-65.660004	0.000000
1581.576050	-65.660004	0.000000
1581.592041	-65.529999	0.000000
1581.608032	-65.669998	0.000000
1581.624023	-65.620003	0.000000
1581.640015	-65.580002	0.000000
1581.656006	-65.760002	0.000000
1581.671997	-66.099998	0.000000
1581.687988	-65.820000	0.000000
1581.703979	-65.879997	0.000000
1581.719971	-65.690002	0.000000
1581.735962	-65.470001	0.000000
1581.751953	-65.339996	0.000000
1581.767944	-65.320000	0.000000
1581.784058	-65.500000	0.000000
1581.800049	-65.400002	0.000000
1581.816040	-65.459999	0.000000
1581.832031	-65.260002	0.000000
1581.848022	-65.349998	0.000000
1581.864014	-64.879997	0.000000
1581.880005	-64.820000	0.000000
1581.895996	-64.809998	0.000000
1581.911987	-64.680000	0.000000
1581.927979	-64.779999	0.000000
1581.943970	-64.690002	0.000000
1581.959961	-64.680000	0.000000
1581.975952	-64.699997	0.000000
1581.991943	-64.709999	0.000000
1582.008057	-64.620003	0.000000
1582.024048	-64.269997	0.000000
1582.040039	-64.230003	0.000000
1582.056030	-64.230003	0.000000
1582.072021	-64.330002	0.000000
1582.088013	-64.470001	0.000000
1582.104004	-64.580002	0.000000
1582.119995	-64.580002	0.000000
1582.135986	-64.500000	0.000000
1582.151978	-64.550003	0.000000
1582.167969	-64.309998	0.000000
1582.183960	-64.349998	0.000000
1582.199951	-64.349998	0.000000
1582.215942	-64.260002	0.000000
1582.232056	-64.279999	0.000000
1582.248047	-64.540001	0.000000
1582.264038	-64.730003	0.000000
1582.280029	-64.800003	0.000000
1582.296021	-64.559998	0.000000
1582.312012	-64.320000	0.000000
1582.328003	-64.290001	0.000000
1582.343994	-64.120003	0.000000
1582.359985	-64.330002	0.000000
1582.375977	-64.180000	0.000000
1582.391968	-64.419998	0.000000
1582.407959	-64.400002	0.000000
1582.423950	-64.500000	0.000000
1582.439941	-64.250000	0.000000
